Poll Date,Constituency,Constituency Code,Constituency URL,Party,Party ID,Name,Address,Postcode
2015-05-07,Houghton and Sunderland South,E14000754,http://statistics.data.gov.uk/doc/statistical-geography/E14000754,Labour Party,PP 53,Bridget Phillipson,,
