Poll Date,Constituency,Constituency Code,Constituency URL,Party,Party ID,Name,Address,Postcode
2015-05-07,Washington and Sunderland West,E14001020,http://statistics.data.gov.uk/doc/statistical-geography/E14001020,Labour Party,PP 53,Sharon Hodgson,,
