Poll Date,Constituency,Constituency Code,Constituency URL,Party,Party ID,Votes,Ballots Rejected
2015-05-07,Hartlepool,E14000733,http://statistics.data.gov.uk/doc/statistical-geography/E14000733,Liberal Democrats,PP90,761,
2015-05-07,Hartlepool,E14000733,http://statistics.data.gov.uk/doc/statistical-geography/E14000733,Save Hartlepool Hospital,PP2581,849,
2015-05-07,Hartlepool,E14000733,http://statistics.data.gov.uk/doc/statistical-geography/E14000733,UK Independence Party (UKIP),PP85,11052,
2015-05-07,Hartlepool,E14000733,http://statistics.data.gov.uk/doc/statistical-geography/E14000733,Independent,,201,
2015-05-07,Hartlepool,E14000733,http://statistics.data.gov.uk/doc/statistical-geography/E14000733,Green Party,PP63,1341,
2015-05-07,Hartlepool,E14000733,http://statistics.data.gov.uk/doc/statistical-geography/E14000733,Independent,,2954,
2015-05-07,Hartlepool,E14000733,http://statistics.data.gov.uk/doc/statistical-geography/E14000733,Conservative Party,PP52,8256,
2015-05-07,Hartlepool,E14000733,http://statistics.data.gov.uk/doc/statistical-geography/E14000733,Labour Party,PP53,14076,
