Poll Date,Constituency,Constituency Code,Constituency URL,Party,Party ID,Votes,Ballots Rejected
2015-05-07,Great Grimsby,E14000716,http://statistics.data.gov.uk/doc/statistical-geography/E14000716,UK Independence Party (UKIP),PP85,8417,
2015-05-07,Great Grimsby,E14000716,http://statistics.data.gov.uk/doc/statistical-geography/E14000716,Liberal Democrats,PP90,1680,
2015-05-07,Great Grimsby,E14000716,http://statistics.data.gov.uk/doc/statistical-geography/E14000716,Independent,,390,
2015-05-07,Great Grimsby,E14000716,http://statistics.data.gov.uk/doc/statistical-geography/E14000716,Green Party,PP63,783,
2015-05-07,Great Grimsby,E14000716,http://statistics.data.gov.uk/doc/statistical-geography/E14000716,Conservative Party,PP52,8874,
2015-05-07,Great Grimsby,E14000716,http://statistics.data.gov.uk/doc/statistical-geography/E14000716,Trade Unionist and Socialist Coalition,PP804,173,
2015-05-07,Great Grimsby,E14000716,http://statistics.data.gov.uk/doc/statistical-geography/E14000716,Labour Party,PP53,13414,
