Poll Date,Constituency,Constituency Code,Constituency URL,Party,Party ID,Votes
2015-05-07,"Solihull",E14000931,http://statistics.data.gov.uk/doc/statistical-geography/E14000931,Green Party,PP63
2015-05-07,"Solihull",E14000931,http://statistics.data.gov.uk/doc/statistical-geography/E14000931,Liberal Democrats,PP90
2015-05-07,"Solihull",E14000931,http://statistics.data.gov.uk/doc/statistical-geography/E14000931,UK Independence Party (UKIP),PP85
2015-05-07,"Solihull",E14000931,http://statistics.data.gov.uk/doc/statistical-geography/E14000931,Conservative Party,PP52
2015-05-07,"Solihull",E14000931,http://statistics.data.gov.uk/doc/statistical-geography/E14000931,Labour Party,PP53
2015-05-07,"Solihull",E14000931,http://statistics.data.gov.uk/doc/statistical-geography/E14000931,Independence from Europe,PP1918
2015-05-07,"Solihull",E14000931,http://statistics.data.gov.uk/doc/statistical-geography/E14000931,The Democratic Party,PP1813
