Poll Date,Constituency,Constituency Code,Constituency URL,Party,Party ID,Votes,Ballots Rejected
2015-05-07,"Cumbernauld, Kilsyth and Kirkintilloch East",S14000012,http://statistics.data.gov.uk/doc/statistical-geography/S14000012,Liberal Democrats,PP90,1099,
2015-05-07,"Cumbernauld, Kilsyth and Kirkintilloch East",S14000012,http://statistics.data.gov.uk/doc/statistical-geography/S14000012,Conservative Party,PP52,3891,
2015-05-07,"Cumbernauld, Kilsyth and Kirkintilloch East",S14000012,http://statistics.data.gov.uk/doc/statistical-geography/S14000012,Labour Party,PP53,14820,
2015-05-07,"Cumbernauld, Kilsyth and Kirkintilloch East",S14000012,http://statistics.data.gov.uk/doc/statistical-geography/S14000012,Scottish National Party (SNP),PP102,29572,
