Poll Date,Constituency,Constituency Code,Constituency URL,Party,Party ID,Votes,Ballots Rejected
2015-05-07,North Shropshire,E14000849,http://statistics.data.gov.uk/doc/statistical-geography/E14000849,UK Independence Party (UKIP),PP85,9262,
2015-05-07,North Shropshire,E14000849,http://statistics.data.gov.uk/doc/statistical-geography/E14000849,Labour Party,PP53,10547,
2015-05-07,North Shropshire,E14000849,http://statistics.data.gov.uk/doc/statistical-geography/E14000849,Green Party,PP63,2575,
2015-05-07,North Shropshire,E14000849,http://statistics.data.gov.uk/doc/statistical-geography/E14000849,Conservative Party,PP52,27041,
2015-05-07,North Shropshire,E14000849,http://statistics.data.gov.uk/doc/statistical-geography/E14000849,Liberal Democrats,PP90,3148,
