Poll Date,Constituency,Constituency Code,Constituency URL,Party,Party ID,Votes,Ballots Rejected
2015-05-07,Caerphilly,W07000076,http://statistics.data.gov.uk/doc/statistical-geography/W07000076,Liberal Democrats,PP90,935,
2015-05-07,Caerphilly,W07000076,http://statistics.data.gov.uk/doc/statistical-geography/W07000076,Green Party,PP63,937,
2015-05-07,Caerphilly,W07000076,http://statistics.data.gov.uk/doc/statistical-geography/W07000076,Labour Party,PP53,17864,
2015-05-07,Caerphilly,W07000076,http://statistics.data.gov.uk/doc/statistical-geography/W07000076,Trade Unionist and Socialist Coalition,PP804,178,
2015-05-07,Caerphilly,W07000076,http://statistics.data.gov.uk/doc/statistical-geography/W07000076,Conservative Party,PP52,6683,
2015-05-07,Caerphilly,W07000076,http://statistics.data.gov.uk/doc/statistical-geography/W07000076,UK Independence Party (UKIP),PP85,7791,
2015-05-07,Caerphilly,W07000076,http://statistics.data.gov.uk/doc/statistical-geography/W07000076,Plaid Cymru - The Party of Wales,PP77,5895,
