Poll Date,Constituency,Constituency Code,Constituency URL,Party,Party ID,Votes
2015-05-07,Rutherglen and Hamilton West,S14000056,http://statistics.data.gov.uk/doc/statistical-geography/S14000056,Scottish National Party (SNP),PP102,30279
2015-05-07,Rutherglen and Hamilton West,S14000056,http://statistics.data.gov.uk/doc/statistical-geography/S14000056,Labour and Co-operative Party,,20304
2015-05-07,Rutherglen and Hamilton West,S14000056,http://statistics.data.gov.uk/doc/statistical-geography/S14000056,Liberal Democrats,PP90,1045
2015-05-07,Rutherglen and Hamilton West,S14000056,http://statistics.data.gov.uk/doc/statistical-geography/S14000056,UK Independence Party (UKIP),PP85,1301
2015-05-07,Rutherglen and Hamilton West,S14000056,http://statistics.data.gov.uk/doc/statistical-geography/S14000056,Cannabis is Safer than Alcohol,PP2552,336
2015-05-07,Rutherglen and Hamilton West,S14000056,http://statistics.data.gov.uk/doc/statistical-geography/S14000056,Conservative Party,PP52,4350
