Poll Date,Constituency,Constituency Code,Constituency URL,Party,Party ID,Votes,
2015-05-07,"Filton and Bradley Stoke",E14000702,http://statistics.data.gov.uk/doc/statistical-geography/E14000702,Labour Party,PP53,13082,
2015-05-07,"Filton and Bradley Stoke",E14000702,http://statistics.data.gov.uk/doc/statistical-geography/E14000702,Liberal Democrats,PP90,3581,
2015-05-07,"Filton and Bradley Stoke",E14000702,http://statistics.data.gov.uk/doc/statistical-geography/E14000702,Conservative Party,PP52,22920,
2015-05-07,"Filton and Bradley Stoke",E14000702,http://statistics.data.gov.uk/doc/statistical-geography/E14000702,UK Independence Party (UKIP),PP85,7261,
2015-05-07,"Filton and Bradley Stoke",E14000702,http://statistics.data.gov.uk/doc/statistical-geography/E14000702,Green Party,PP63,2257,
