Poll Date,Constituency,Constituency Code,Constituency URL,Party,Party ID,Votes
2015-05-07,"Bournemouth West",E14000585,http://statistics.data.gov.uk/doc/statistical-geography/E14000585,Conservative Party,PP52,20155
2015-05-07,"Bournemouth West",E14000585,http://statistics.data.gov.uk/doc/statistical-geography/E14000585,Patria,PP1969,99
2015-05-07,"Bournemouth West",E14000585,http://statistics.data.gov.uk/doc/statistical-geography/E14000585,UK Independence Party (UKIP),PP85,7745
2015-05-07,"Bournemouth West",E14000585,http://statistics.data.gov.uk/doc/statistical-geography/E14000585,Green Party,PP63,3107
2015-05-07,"Bournemouth West",E14000585,http://statistics.data.gov.uk/doc/statistical-geography/E14000585,Liberal Democrats,PP90,3281
2015-05-07,"Bournemouth West",E14000585,http://statistics.data.gov.uk/doc/statistical-geography/E14000585,Labour Party,PP53,7386
