Poll Date,Constituency,Constituency Code,Constituency URL,Party,Party ID,Votes,
2015-05-07,"Louth and Horncastle",E14000798,http://statistics.data.gov.uk/doc/statistical-geography/E14000798,Conservative Party,PP52,25755,
2015-05-07,"Louth and Horncastle",E14000798,http://statistics.data.gov.uk/doc/statistical-geography/E14000798,Labour Party,PP53,9077,
2015-05-07,"Louth and Horncastle",E14000798,http://statistics.data.gov.uk/doc/statistical-geography/E14000798,Liberal Democrats,PP90,2255,
2015-05-07,"Louth and Horncastle",E14000798,http://statistics.data.gov.uk/doc/statistical-geography/E14000798,Official Monster Raving Loony Party,PP66,263,
2015-05-07,"Louth and Horncastle",E14000798,http://statistics.data.gov.uk/doc/statistical-geography/E14000798,UK Independence Party (UKIP),PP85,10778,
2015-05-07,"Louth and Horncastle",E14000798,http://statistics.data.gov.uk/doc/statistical-geography/E14000798,Green Party,PP63,1549,
2015-05-07,"Louth and Horncastle",E14000798,http://statistics.data.gov.uk/doc/statistical-geography/E14000798,Lincolnshire Independents Lincolnshire First,PP733,659,
