Poll Date,Constituency,Constituency Code,Constituency URL,Party,Party ID,Votes,Ballots Rejected
2015-05-07,"Ayr, Carrick and Cumnock",S14000006,http://statistics.data.gov.uk/doc/statistical-geography/S14000006,UK Independence Party (UKIP),PP85,
2015-05-07,"Ayr, Carrick and Cumnock",S14000006,http://statistics.data.gov.uk/doc/statistical-geography/S14000006,Liberal Democrats,PP90,
2015-05-07,"Ayr, Carrick and Cumnock",S14000006,http://statistics.data.gov.uk/doc/statistical-geography/S14000006,Conservative Party,PP52,
2015-05-07,"Ayr, Carrick and Cumnock",S14000006,http://statistics.data.gov.uk/doc/statistical-geography/S14000006,Labour Party,PP53,
2015-05-07,"Ayr, Carrick and Cumnock",S14000006,http://statistics.data.gov.uk/doc/statistical-geography/S14000006,Scottish National Party (SNP),PP102,
