Poll Date,Constituency,Constituency Code,Constituency URL,Party,Party ID,Votes
2015-05-07,"Tunbridge Wells",E14001004,http://statistics.data.gov.uk/doc/statistical-geography/E14001004,Conservative Party,PP52,30181
2015-05-07,"Tunbridge Wells",E14001004,http://statistics.data.gov.uk/doc/statistical-geography/E14001004,Green Party,PP63,2659
2015-05-07,"Tunbridge Wells",E14001004,http://statistics.data.gov.uk/doc/statistical-geography/E14001004,Labour Party,PP53,7307
2015-05-07,"Tunbridge Wells",E14001004,http://statistics.data.gov.uk/doc/statistical-geography/E14001004,Liberal Democrats,PP90,4342
2015-05-07,"Tunbridge Wells",E14001004,http://statistics.data.gov.uk/doc/statistical-geography/E14001004,Independent,,458
2015-05-07,"Tunbridge Wells",E14001004,http://statistics.data.gov.uk/doc/statistical-geography/E14001004,UK Independence Party (UKIP),PP85,6481
