Poll Date,Constituency,Constituency Code,Constituency URL,Party,Party ID,Votes
2015-05-07,"Lewisham West and Penge",E14000788,http://statistics.data.gov.uk/doc/statistical-geography/E14000788,Green Party,PP63,4077
2015-05-07,"Lewisham West and Penge",E14000788,http://statistics.data.gov.uk/doc/statistical-geography/E14000788,Labour Party,PP53,24347
2015-05-07,"Lewisham West and Penge",E14000788,http://statistics.data.gov.uk/doc/statistical-geography/E14000788,Liberal Democrats,PP90,3709
2015-05-07,"Lewisham West and Penge",E14000788,http://statistics.data.gov.uk/doc/statistical-geography/E14000788,Independent,,160
2015-05-07,"Lewisham West and Penge",E14000788,http://statistics.data.gov.uk/doc/statistical-geography/E14000788,UK Independence Party (UKIP),PP85,3764
2015-05-07,"Lewisham West and Penge",E14000788,http://statistics.data.gov.uk/doc/statistical-geography/E14000788,Conservative Party,PP52,11633
2015-05-07,"Lewisham West and Penge",E14000788,http://statistics.data.gov.uk/doc/statistical-geography/E14000788,Trade Unionist and Socialist Coalition,PP804,391
2015-05-07,"Lewisham West and Penge",E14000788,http://statistics.data.gov.uk/doc/statistical-geography/E14000788,Liberty GB,PP2032,44
