Poll Date,Constituency,Constituency Code,Constituency URL,Party,Party ID,Votes,Ballots Rejected
2015-05-07,South Shields,E14000944,http://statistics.data.gov.uk/doc/statistical-geography/E14000944,UK Independence Party (UKIP),PP85,7975,
2015-05-07,South Shields,E14000944,http://statistics.data.gov.uk/doc/statistical-geography/E14000944,Green Party,PP63,1614,
2015-05-07,South Shields,E14000944,http://statistics.data.gov.uk/doc/statistical-geography/E14000944,Liberal Democrats,PP90,639,
2015-05-07,South Shields,E14000944,http://statistics.data.gov.uk/doc/statistical-geography/E14000944,Labour Party,PP53,18589,
2015-05-07,South Shields,E14000944,http://statistics.data.gov.uk/doc/statistical-geography/E14000944,Independent,,1427,
2015-05-07,South Shields,E14000944,http://statistics.data.gov.uk/doc/statistical-geography/E14000944,Conservative Party,PP52,6021,
