Poll Date,Constituency,Constituency Code,Constituency URL,Party,Party ID,Votes,
2015-05-07,"Harrow West",E14000732,http://statistics.data.gov.uk/doc/statistical-geography/E14000732,UK Independence Party (UKIP),PP85,2047,
2015-05-07,"Harrow West",E14000732,http://statistics.data.gov.uk/doc/statistical-geography/E14000732,Conservative Party,PP52,19677,
2015-05-07,"Harrow West",E14000732,http://statistics.data.gov.uk/doc/statistical-geography/E14000732,Green Party,PP63,1310,
2015-05-07,"Harrow West",E14000732,http://statistics.data.gov.uk/doc/statistical-geography/E14000732,Liberal Democrats,PP90,1567,
2015-05-07,"Harrow West",E14000732,http://statistics.data.gov.uk/doc/statistical-geography/E14000732,Labour and Co-operative Party,,21885,
2015-05-07,"Harrow West",E14000732,http://statistics.data.gov.uk/doc/statistical-geography/E14000732,Independent,,117,
