Poll Date,Constituency,Constituency Code,Constituency URL,Party,Party ID,Votes,Ballots Rejected
2015-05-07,Aberconwy,W07000058,http://statistics.data.gov.uk/doc/statistical-geography/W07000058,Liberal Democrats,PP90,1391,
2015-05-07,Aberconwy,W07000058,http://statistics.data.gov.uk/doc/statistical-geography/W07000058,Conservative Party,PP52,12513,
2015-05-07,Aberconwy,W07000058,http://statistics.data.gov.uk/doc/statistical-geography/W07000058,Green Party,PP63,727,
2015-05-07,Aberconwy,W07000058,http://statistics.data.gov.uk/doc/statistical-geography/W07000058,UK Independence Party (UKIP),PP85,3467,
2015-05-07,Aberconwy,W07000058,http://statistics.data.gov.uk/doc/statistical-geography/W07000058,Plaid Cymru - The Party of Wales,PP77,3536,
2015-05-07,Aberconwy,W07000058,http://statistics.data.gov.uk/doc/statistical-geography/W07000058,Labour Party,PP53,8514,
