Poll Date,Constituency,Constituency Code,Constituency URL,Party,Party ID,Votes,Ballots Rejected
2015-05-07,"Crewe and Nantwich",E14000653,http://statistics.data.gov.uk/doc/statistical-geography/E14000653,Labour Party,PP53,
2015-05-07,"Crewe and Nantwich",E14000653,http://statistics.data.gov.uk/doc/statistical-geography/E14000653,UK Independence Party (UKIP),PP85,
2015-05-07,"Crewe and Nantwich",E14000653,http://statistics.data.gov.uk/doc/statistical-geography/E14000653,Conservative Party,PP52,
2015-05-07,"Crewe and Nantwich",E14000653,http://statistics.data.gov.uk/doc/statistical-geography/E14000653,Liberal Democrats,PP90,
