Poll Date,Constituency,Constituency Code,Constituency URL,Party,Party ID,Votes,Ballots Rejected
2015-05-07,Kingston and Surbiton,E14000770,http://statistics.data.gov.uk/doc/statistical-geography/E14000770,Conservative Party,PP52,23249,
2015-05-07,Kingston and Surbiton,E14000770,http://statistics.data.gov.uk/doc/statistical-geography/E14000770,Liberal Democrats,PP90,20415,
2015-05-07,Kingston and Surbiton,E14000770,http://statistics.data.gov.uk/doc/statistical-geography/E14000770,Trade Unionist and Socialist Coalition,PP804,174,
2015-05-07,Kingston and Surbiton,E14000770,http://statistics.data.gov.uk/doc/statistical-geography/E14000770,Christian Peoples Alliance,PP79,198,
2015-05-07,Kingston and Surbiton,E14000770,http://statistics.data.gov.uk/doc/statistical-geography/E14000770,Labour Party,PP53,8574,
2015-05-07,Kingston and Surbiton,E14000770,http://statistics.data.gov.uk/doc/statistical-geography/E14000770,Green Party,PP63,2322,
2015-05-07,Kingston and Surbiton,E14000770,http://statistics.data.gov.uk/doc/statistical-geography/E14000770,UK Independence Party (UKIP),PP85,4321,
