Poll Date,Constituency,Constituency Code,Constituency URL,Party,Party ID,Votes
2015-05-07,"Liverpool, Wavertree",E14000795,http://statistics.data.gov.uk/doc/statistical-geography/E14000795,Labour and Co-operative Party,,28401
2015-05-07,"Liverpool, Wavertree",E14000795,http://statistics.data.gov.uk/doc/statistical-geography/E14000795,Green Party,PP63,2140
2015-05-07,"Liverpool, Wavertree",E14000795,http://statistics.data.gov.uk/doc/statistical-geography/E14000795,Liberal Democrats,PP90,2454
2015-05-07,"Liverpool, Wavertree",E14000795,http://statistics.data.gov.uk/doc/statistical-geography/E14000795,UK Independence Party (UKIP),PP85,3375
2015-05-07,"Liverpool, Wavertree",E14000795,http://statistics.data.gov.uk/doc/statistical-geography/E14000795,Independent,,144
2015-05-07,"Liverpool, Wavertree",E14000795,http://statistics.data.gov.uk/doc/statistical-geography/E14000795,Conservative Party,PP52,4098
2015-05-07,"Liverpool, Wavertree",E14000795,http://statistics.data.gov.uk/doc/statistical-geography/E14000795,Trade Unionist and Socialist Coalition,PP804,362
