Poll Date,Constituency,Constituency Code,Constituency URL,Party,Party ID,Votes
2015-05-07,Airdrie and Shotts,S14000003,http://statistics.data.gov.uk/doc/statistical-geography/S14000003,Independent,,136
2015-05-07,Airdrie and Shotts,S14000003,http://statistics.data.gov.uk/doc/statistical-geography/S14000003,Scottish National Party (SNP),PP102,23887
2015-05-07,Airdrie and Shotts,S14000003,http://statistics.data.gov.uk/doc/statistical-geography/S14000003,Conservative Party,PP52,3389
2015-05-07,Airdrie and Shotts,S14000003,http://statistics.data.gov.uk/doc/statistical-geography/S14000003,Liberal Democrats,PP90,678
2015-05-07,Airdrie and Shotts,S14000003,http://statistics.data.gov.uk/doc/statistical-geography/S14000003,Labour Party,PP53,15108
2015-05-07,Airdrie and Shotts,S14000003,http://statistics.data.gov.uk/doc/statistical-geography/S14000003,UK Independence Party (UKIP),PP85,1088
