Poll Date,Constituency,Constituency Code,Constituency URL,Party,Party ID,Votes,Ballots Rejected
2015-05-07,Wallasey,E14001010,http://statistics.data.gov.uk/doc/statistical-geography/E14001010,Liberal Democrats,PP90,1011,
2015-05-07,Wallasey,E14001010,http://statistics.data.gov.uk/doc/statistical-geography/E14001010,UK Independence Party (UKIP),PP85,5063,
2015-05-07,Wallasey,E14001010,http://statistics.data.gov.uk/doc/statistical-geography/E14001010,Conservative Party,PP52,9828,
2015-05-07,Wallasey,E14001010,http://statistics.data.gov.uk/doc/statistical-geography/E14001010,Labour Party,PP53,26176,
2015-05-07,Wallasey,E14001010,http://statistics.data.gov.uk/doc/statistical-geography/E14001010,Green Party,PP63,1288,
