Poll Date,Constituency,Constituency Code,Constituency URL,Party,Party ID,Votes,
2015-05-07,"Birmingham, Edgbaston",E14000560,http://statistics.data.gov.uk/doc/statistical-geography/E14000560,Liberal Democrats,PP90,
2015-05-07,"Birmingham, Edgbaston",E14000560,http://statistics.data.gov.uk/doc/statistical-geography/E14000560,Conservative Party,PP52,
2015-05-07,"Birmingham, Edgbaston",E14000560,http://statistics.data.gov.uk/doc/statistical-geography/E14000560,Independent,,
2015-05-07,"Birmingham, Edgbaston",E14000560,http://statistics.data.gov.uk/doc/statistical-geography/E14000560,UK Independence Party (UKIP),PP85,
2015-05-07,"Birmingham, Edgbaston",E14000560,http://statistics.data.gov.uk/doc/statistical-geography/E14000560,Green Party,PP63,
2015-05-07,"Birmingham, Edgbaston",E14000560,http://statistics.data.gov.uk/doc/statistical-geography/E14000560,Labour Party,PP53,
2015-05-07,"Birmingham, Edgbaston",E14000560,http://statistics.data.gov.uk/doc/statistical-geography/E14000560,Christian Party "Proclaiming Christ's Lordship",PP1992,
