Poll Date,Constituency,Constituency Code,Constituency URL,Party,Party ID,Votes
2015-05-07,"Inverness, Nairn, Badenoch and Strathspey",S14000039,http://statistics.data.gov.uk/doc/statistical-geography/S14000039,Liberal Democrats,PP90,18029
2015-05-07,"Inverness, Nairn, Badenoch and Strathspey",S14000039,http://statistics.data.gov.uk/doc/statistical-geography/S14000039,Christian Party "Proclaiming Christ's Lordship",PP1992,422
2015-05-07,"Inverness, Nairn, Badenoch and Strathspey",S14000039,http://statistics.data.gov.uk/doc/statistical-geography/S14000039,UK Independence Party (UKIP),PP85,1236
2015-05-07,"Inverness, Nairn, Badenoch and Strathspey",S14000039,http://statistics.data.gov.uk/doc/statistical-geography/S14000039,Scottish National Party (SNP),PP102,28838
2015-05-07,"Inverness, Nairn, Badenoch and Strathspey",S14000039,http://statistics.data.gov.uk/doc/statistical-geography/S14000039,Conservative Party,PP52,3410
2015-05-07,"Inverness, Nairn, Badenoch and Strathspey",S14000039,http://statistics.data.gov.uk/doc/statistical-geography/S14000039,Scottish Green Party,PP130,1367
2015-05-07,"Inverness, Nairn, Badenoch and Strathspey",S14000039,http://statistics.data.gov.uk/doc/statistical-geography/S14000039,Labour Party,PP53,4311
