Poll Date,Constituency,Constituency Code,Constituency URL,Party,Party ID,Votes
2015-05-07,"Birkenhead",E14000559,http://statistics.data.gov.uk/doc/statistical-geography/E14000559,Liberal Democrats,PP90,1396
2015-05-07,"Birkenhead",E14000559,http://statistics.data.gov.uk/doc/statistical-geography/E14000559,Labour Party,PP53,26468
2015-05-07,"Birkenhead",E14000559,http://statistics.data.gov.uk/doc/statistical-geography/E14000559,UK Independence Party (UKIP),PP85,3838
2015-05-07,"Birkenhead",E14000559,http://statistics.data.gov.uk/doc/statistical-geography/E14000559,Green Party,PP63,162
2015-05-07,"Birkenhead",E14000559,http://statistics.data.gov.uk/doc/statistical-geography/E14000559,Conservative Party,PP52,5816
