Poll Date,Constituency,Constituency Code,Constituency URL,Party,Party ID,Votes,Ballots Rejected
2015-05-07,North East Fife,S14000049,http://statistics.data.gov.uk/doc/statistical-geography/S14000049,Conservative Party,PP52,7373,
2015-05-07,North East Fife,S14000049,http://statistics.data.gov.uk/doc/statistical-geography/S14000049,Liberal Democrats,PP90,14179,
2015-05-07,North East Fife,S14000049,http://statistics.data.gov.uk/doc/statistical-geography/S14000049,Scottish Green Party,PP130,1387,
2015-05-07,North East Fife,S14000049,http://statistics.data.gov.uk/doc/statistical-geography/S14000049,Scottish National Party (SNP),PP102,18523,
2015-05-07,North East Fife,S14000049,http://statistics.data.gov.uk/doc/statistical-geography/S14000049,Independent,,325,
2015-05-07,North East Fife,S14000049,http://statistics.data.gov.uk/doc/statistical-geography/S14000049,Labour Party,PP53,3476,
