Poll Date,Constituency,Constituency Code,Constituency URL,Party,Party ID,Votes
2015-05-07,"Orpington",E14000872,http://statistics.data.gov.uk/doc/statistical-geography/E14000872,Liberal Democrats,PP90,3330
2015-05-07,"Orpington",E14000872,http://statistics.data.gov.uk/doc/statistical-geography/E14000872,Green Party,PP63,1732
2015-05-07,"Orpington",E14000872,http://statistics.data.gov.uk/doc/statistical-geography/E14000872,Labour Party,PP53,7645
2015-05-07,"Orpington",E14000872,http://statistics.data.gov.uk/doc/statistical-geography/E14000872,Conservative Party,PP52,28152
2015-05-07,"Orpington",E14000872,http://statistics.data.gov.uk/doc/statistical-geography/E14000872,UK Independence Party (UKIP),PP85,8173
