Poll Date,Constituency,Constituency Code,Constituency URL,Party,Party ID,Votes,
2015-05-07,"Torbay",E14000999,http://statistics.data.gov.uk/doc/statistical-geography/E14000999,Conservative Party,PP52,19551,
2015-05-07,"Torbay",E14000999,http://statistics.data.gov.uk/doc/statistical-geography/E14000999,Green Party,PP63,1557,
2015-05-07,"Torbay",E14000999,http://statistics.data.gov.uk/doc/statistical-geography/E14000999,Labour Party,PP53,4166,
2015-05-07,"Torbay",E14000999,http://statistics.data.gov.uk/doc/statistical-geography/E14000999,UK Independence Party (UKIP),PP85,6540,
2015-05-07,"Torbay",E14000999,http://statistics.data.gov.uk/doc/statistical-geography/E14000999,Liberal Democrats,PP90,16265,
