Poll Date,Constituency,Constituency Code,Constituency URL,Party,Party ID,Votes
2015-05-07,"Erith and Thamesmead",E14000696,http://statistics.data.gov.uk/doc/statistical-geography/E14000696,Christian Peoples Alliance,PP79,255
2015-05-07,"Erith and Thamesmead",E14000696,http://statistics.data.gov.uk/doc/statistical-geography/E14000696,Conservative Party,PP52,11684
2015-05-07,"Erith and Thamesmead",E14000696,http://statistics.data.gov.uk/doc/statistical-geography/E14000696,Green Party,PP63,941
2015-05-07,"Erith and Thamesmead",E14000696,http://statistics.data.gov.uk/doc/statistical-geography/E14000696,UK Independence Party (UKIP),PP85,7368
2015-05-07,"Erith and Thamesmead",E14000696,http://statistics.data.gov.uk/doc/statistical-geography/E14000696,English Democrats,PP17,188
2015-05-07,"Erith and Thamesmead",E14000696,http://statistics.data.gov.uk/doc/statistical-geography/E14000696,Labour Party,PP53,21209
2015-05-07,"Erith and Thamesmead",E14000696,http://statistics.data.gov.uk/doc/statistical-geography/E14000696,Liberal Democrats,PP90,972
