Poll Date,Constituency,Constituency Code,Constituency URL,Party,Party ID,Votes,Ballots Rejected
2015-05-07,Salisbury,E14000912,http://statistics.data.gov.uk/doc/statistical-geography/E14000912,Liberal Democrats,PP90,5099,
2015-05-07,Salisbury,E14000912,http://statistics.data.gov.uk/doc/statistical-geography/E14000912,Labour Party,PP53,7771,
2015-05-07,Salisbury,E14000912,http://statistics.data.gov.uk/doc/statistical-geography/E14000912,Green Party,PP63,2762,
2015-05-07,Salisbury,E14000912,http://statistics.data.gov.uk/doc/statistical-geography/E14000912,Conservative Party,PP52,28192,
2015-05-07,Salisbury,E14000912,http://statistics.data.gov.uk/doc/statistical-geography/E14000912,UK Independence Party (UKIP),PP85,6152,
2015-05-07,Salisbury,E14000912,http://statistics.data.gov.uk/doc/statistical-geography/E14000912,Independent,,729,
