Poll Date,Constituency,Constituency Code,Constituency URL,Party,Party ID,Votes,Ballots Rejected
2015-05-07,West Bromwich West,E14001030,http://statistics.data.gov.uk/doc/statistical-geography/E14001030,Labour and Co-operative Party,,16578,
2015-05-07,West Bromwich West,E14001030,http://statistics.data.gov.uk/doc/statistical-geography/E14001030,UK Independence Party (UKIP),PP85,8836,
2015-05-07,West Bromwich West,E14001030,http://statistics.data.gov.uk/doc/statistical-geography/E14001030,Conservative Party,PP52,8365,
2015-05-07,West Bromwich West,E14001030,http://statistics.data.gov.uk/doc/statistical-geography/E14001030,Green Party,PP63,697,
2015-05-07,West Bromwich West,E14001030,http://statistics.data.gov.uk/doc/statistical-geography/E14001030,Liberal Democrats,PP90,550,
