Poll Date,Constituency,Constituency Code,Constituency URL,Party,Party ID,Votes,
2015-05-07,"East Hampshire",E14000680,http://statistics.data.gov.uk/doc/statistical-geography/E14000680,UK Independence Party (UKIP),PP85,6187,
2015-05-07,"East Hampshire",E14000680,http://statistics.data.gov.uk/doc/statistical-geography/E14000680,Green Party,PP63,3176,
2015-05-07,"East Hampshire",E14000680,http://statistics.data.gov.uk/doc/statistical-geography/E14000680,Conservative Party,PP52,31334,
2015-05-07,"East Hampshire",E14000680,http://statistics.data.gov.uk/doc/statistical-geography/E14000680,Liberal Democrats,PP90,5732,
2015-05-07,"East Hampshire",E14000680,http://statistics.data.gov.uk/doc/statistical-geography/E14000680,Labour Party,PP53,5220,
